,Date,Ticker,Company,TTM_NetIncome,Shareholders_Equity,Return_on_Equity,Total_Assets,Return_On_Assets,LT_Investments_Debt,Return_on_Investment,Shares_Outstanding,TTM_Revenue,TTM_Gross_Profit,Gross_Margin,Net_Margin
16,2018-03-31,MCO,moodys,1030000000.0,420000000.0,-12.85,9010000000.0,0.1267,5540000000.0,0.375,195000000.0,4360000000.0,3100000000.0,0.7117,0.23600000000000002
17,2017-12-31,MCO,moodys,1000000000.0,-120000000.0,-2.735,8590000000.0,0.1387,5000000000.0,0.4163,194000000.0,4200000000.0,2990000000.0,0.7108,0.23809999999999998
18,2017-09-30,MCO,moodys,550000000.0,-160000000.0,-0.9192,8310000000.000001,0.08529999999999999,4950000000.0,0.24609999999999999,194000000.0,3980000000.0,2850000000.0,0.7151000000000001,0.13720000000000002
19,2017-06-30,MCO,moodys,480000000.0,-470000000.0,-0.7513,6540000000.0,0.0867,4420000000.0,0.2729,194000000.0,3840000000.0,2760000000.0,0.7206999999999999,0.12619999999999998
20,2017-03-31,MCO,moodys,430000000.0,-720000000.0,-0.6906,5440000000.0,0.08220000000000001,3140000000.0,0.2888,194000000.0,3760000000.0,2720000000.0,0.7223,0.1137
21,2016-12-31,MCO,moodys,270000000.0,-1030000000.0,-0.505,5330000000.0,0.0519,2040000000.0,0.23800000000000002,195000000.0,3600000000.0,2590000000.0,0.7173,0.0738
22,2016-09-30,MCO,moodys,910000000.0,-360000000.0,-2.5846,5020000000.0,0.1801,2760000000.0,0.4839,194000000.0,3530000000.0,2520000000.0,0.7129000000000001,0.2588
23,2016-06-30,MCO,moodys,890000000.0,-370000000.0,-2.7489999999999997,5050000000.0,0.1777,3050000000.0,0.4633,196000000.0,3450000000.0,2450000000.0,0.711,0.2583
24,2016-03-31,MCO,moodys,900000000.0,-350000000.0,-3.4863999999999997,5120000000.0,0.1793,3080000000.0,0.4682,198000000.0,3440000000.0,2450000000.0,0.7143999999999999,0.2608
25,2015-12-31,MCO,moodys,940000000.0,-330000000.0,-4.5839,5100000000.0,0.1898,3050000000.0,0.49579999999999996,203000000.0,3490000000.0,2510000000.0,0.7197,0.2703
26,2015-09-30,MCO,moodys,960000000.0,-240000000.0,-8.6099,4770000000.0,0.1978,2880000000.0,0.5199,203000000.0,3500000000.0,2520000000.0,0.7195,0.27449999999999997
27,2015-06-30,MCO,moodys,940000000.0,-100000000.0,13.7664,5000000000.0,0.19210000000000002,3000000000.0,0.5139,204000000.0,3480000000.0,2500000000.0,0.7177,0.2711
28,2015-03-31,MCO,moodys,1000000000.0,-150000000.0,3.8059,4980000000.0,0.2059,2950000000.0,0.5216,207000000.0,3430000000.0,2470000000.0,0.7202,0.2912
29,2014-12-31,MCO,moodys,990000000.0,40000000.0,2.4855,4670000000.0,0.2102,2590000000.0,0.5296,215000000.0,3340000000.0,2400000000.0,0.7204999999999999,0.2963
30,2014-09-30,MCO,moodys,960000000.0,480000000.0,2.0243,4990000000.0,0.207,3020000000.0,0.5242,214000000.0,3240000000.0,2340000000.0,0.7228,0.2964
31,2014-06-30,MCO,moodys,930000000.0,670000000.0,2.1746,4790000000.0,0.20980000000000001,2780000000.0,0.5337,216000000.0,3130000000.0,2260000000.0,0.7236,0.2969
32,2014-03-31,MCO,moodys,840000000.0,390000000.0,2.2416,4350000000.0,0.2,2490000000.0,0.5484,219000000.0,3010000000.0,2170000000.0,0.7214,0.2776
33,2013-12-31,MCO,moodys,810000000.0,350000000.0,2.0615,4400000000.0,0.1981,2450000000.0,0.5502,224000000.0,2970000000.0,2150000000.0,0.7232,0.2708
34,2013-09-30,MCO,moodys,760000000.0,290000000.0,1.8821,4160000000.0,0.1916,2390000000.0,0.5546,222000000.0,2950000000.0,2130000000.0,0.7208,0.2571
35,2013-06-30,MCO,moodys,760000000.0,460000000.0,1.8477000000000001,3790000000.0,0.1978,2060000000.0,0.5751,226000000.0,2930000000.0,2100000000.0,0.7178,0.2586
36,2013-03-31,MCO,moodys,710000000.0,470000000.0,2.1827,3910000000.0,0.1945,2080000000.0,0.6023,227000000.0,2820000000.0,2009999999.9999998,0.7120000000000001,0.2504
37,2012-12-31,MCO,moodys,690000000.0,400000000.0,3.0109,3960000000.0,0.20350000000000001,2000000000.0,0.6751999999999999,227000000.0,2730000000.0,1940000000.0,0.7084999999999999,0.253
38,2012-09-30,MCO,moodys,630000000.0,320000000.0,6.9091,3660000000.0,0.2007,1930000000.0,0.7339,226000000.0,2540000000.0,1790000000.0,0.7028,0.2465
39,2012-06-30,MCO,moodys,570000000.0,110000000.0,-17.263199999999998,2960000000.0,0.2022,1220000000.0,0.8162,227000000.0,2390000000.0,1670000000.0,0.6987000000000001,0.24059999999999998
40,2012-03-31,MCO,moodys,590000000.0,90000000.0,-9.1473,2990000000.0,0.2119,1230000000.0,0.8096,227000000.0,2350000000.0,1640000000.0,0.6987000000000001,0.2511
41,2011-12-31,MCO,moodys,570000000.0,-160000000.0,-4.0,2880000000.0,0.2145,1010000000.0,0.8358,229000000.0,2280000000.0,1600000000.0,0.7004,0.2509
42,2011-09-30,MCO,moodys,610000000.0,-170000000.0,-3.4438,2520000000.0,0.23739999999999997,1030000000.0,0.8765999999999999,229000000.0,2280000000.0,1590000000.0,0.7,0.2692
43,2011-06-30,MCO,moodys,620000000.0,-20000000.0,-2.9569,2750000000.0,0.2434,1210000000.0,0.8889,232000000.0,2260000000.0,1590000000.0,0.7056,0.2736
44,2011-03-31,MCO,moodys,550000000.0,-220000000.0,-1.6781,2520000000.0,0.2348,1000000000.0,1.0613,231000000.0,2130000000.0,1500000000.0,0.705,0.258
45,2010-12-31,MCO,moodys,510000000.0,-300000000.0,-1.2503,2540000000.0,0.22920000000000001,930000000.0,1.3293000000000001,237000000.0,2029999999.9999998,1430000000.0,0.7028,0.2495
46,2010-09-30,MCO,moodys,470000000.0,-300000000.0,-0.9833,2350000000.0,0.2271,940000000.0,1.9522,236000000.0,1950000000.0,1380000000.0,0.7082999999999999,0.2416
47,2010-06-30,MCO,moodys,440000000.0,-490000000.0,-0.77,1960000000.0,0.223,250000000.0,4.1573,237000000.0,1890000000.0,1340000000.0,0.7084,0.2309
48,2010-03-31,MCO,moodys,430000000.0,-530000000.0,-0.6725,2000000000.0,0.2192,210000000.0,6.3723,239000000.0,1870000000.0,1320000000.0,0.7073999999999999,0.2278
49,2009-12-31,MCO,moodys,400000000.0,-600000000.0,-0.552,2000000000.0,0.21289999999999998,150000000.0,33.1566,238000000.0,1800000000.0,1270000000.0,0.7041,0.2236
0,2022-03-31,SYF,synchrony-financial,4090000000.0,13420000000.0,0.2961,95270000000.0,0.0436,26780000000.0,0.1984,520000000.0,16010000000.000002,15050000000.0,0.9399,0.2553
1,2021-12-31,SYF,synchrony-financial,4179999999.9999995,13660000000.0,0.30269999999999997,95750000000.0,0.044500000000000005,28160000000.0,0.1981,569000000.0,15750000000.0,14720000000.0,0.9345,0.26530000000000004
2,2021-09-30,SYF,synchrony-financial,4099999999.9999995,13940000000.0,0.3025,91940000000.0,0.0437,26700000000.0,0.19390000000000002,566000000.0,15610000000.0,14460000000.0,0.9268000000000001,0.263
3,2021-06-30,SYF,synchrony-financial,3280000000.0,14200000000.0,0.25,92020000000.0,0.0345,27650000000.0,0.1532,582000000.0,15580000000.0,14300000000.0,0.9177,0.21030000000000001
4,2021-03-31,SYF,synchrony-financial,2080000000.0,13440000000.0,0.1661,95850000000.0,0.0217,28600000000.0,0.0967,588000000.0,15840000000.0,14390000000.0,0.9084,0.13140000000000002
5,2020-12-31,SYF,synchrony-financial,1340000000.0,12700000000.0,0.1104,95950000000.0,0.0139,28480000000.0,0.0633,591000000.0,16469999999.999998,14810000000.0,0.8989,0.0815
6,2020-09-30,SYF,synchrony-financial,1350000000.0,12100000000.0,0.10550000000000001,95660000000.0,0.013600000000000001,27870000000.0,0.0591,585000000.0,17090000000.0,15200000000.0,0.8896,0.0788
7,2020-06-30,SYF,synchrony-financial,2100000000.0,11900000000.0,0.1553,96540000000.0,0.0207,27970000000.0,0.0858,584000000.0,18180000000.0,16090000000.0,0.8845999999999999,0.11539999999999999
8,2020-03-31,SYF,synchrony-financial,2920000000.0,11970000000.0,0.20489999999999997,98040000000.0,0.0281,29220000000.0,0.11230000000000001,607000000.0,19090000000.0,16840000000.0,0.8822,0.1527
9,2019-12-31,SYF,synchrony-financial,3750000000.0,15090000000.0,0.25129999999999997,104830000000.0,0.0355,34950000000.0,0.1367,674000000.0,19460000000.0,17170000000.000002,0.8823000000000001,0.1925
10,2019-09-30,SYF,synchrony-financial,3800000000.0,15120000000.0,0.2565,105940000000.0,0.0358,35480000000.0,0.13570000000000002,662000000.0,19710000000.0,17430000000.0,0.8844,0.19269999999999998
11,2019-06-30,SYF,synchrony-financial,3410000000.0,14730000000.0,0.235,106390000000.0,0.0323,35980000000.0,0.1207,687000000.0,19400000000.0,17230000000.0,0.888,0.17600000000000002
12,2019-03-31,SYF,synchrony-financial,3260000000.0,14710000000.0,0.22519999999999998,105380000000.0,0.0313,36600000000.0,0.1507,709000000.0,18810000000.0,16780000000.000002,0.8922,0.17309999999999998
13,2018-12-31,SYF,synchrony-financial,2790000000.0,14680000000.0,0.1941,106790000000.0,0.0275,38670000000.0,0.1304,747000000.0,18250000000.0,16379999999.999998,0.8976000000000001,0.15289999999999998
14,2018-09-30,SYF,synchrony-financial,2390000000.0,14000000000.0,0.1677,104550000000.0,0.0242,37740000000.0,0.1297,739000000.0,17670000000.0,15960000000.0,0.9037000000000001,0.1354
15,2018-06-30,SYF,synchrony-financial,2280000000.0,14460000000.0,0.1585,99120000000.0,0.023799999999999998,,0.1334,758000000.0,17220000000.0,15650000000.0,0.9087999999999999,0.1322
16,2018-03-31,SYF,synchrony-financial,2080000000.0,14360000000.0,0.1449,95560000000.0,0.022099999999999998,35370000000.0,0.09699999999999999,770000000.0,17010000000.000002,15540000000.0,0.9137000000000001,0.12210000000000001
17,2017-12-31,SYF,synchrony-financial,1940000000.0,14230000000.0,0.135,95810000000.0,0.021,35030000000.0,0.09570000000000001,800000000.0,16700000000.0,15300000000.0,0.9167000000000001,0.1159
18,2017-09-30,SYF,synchrony-financial,2130000000.0,14400000000.0,0.1484,92550000000.0,0.023399999999999997,34299999999.999996,0.0971,791000000.0,16370000000.000002,15040000000.0,0.9185,0.1298
19,2017-06-30,SYF,synchrony-financial,2180000000.0,14330000000.0,0.153,91140000000.0,0.024300000000000002,35040000000.0,0.09970000000000001,807000000.0,15950000000.0,14650000000.0,0.9189,0.1364
20,2017-03-31,SYF,synchrony-financial,2170000000.0,14360000000.0,0.1542,89050000000.0,0.024900000000000002,34560000000.0,0.1007,817000000.0,15520000000.0,14250000000.0,0.9186,0.13970000000000002
21,2016-12-31,SYF,synchrony-financial,2250000000.0,14200000000.0,0.1634,90210000000.0,0.0264,34340000000.000004,0.1056,832000000.0,15120000000.0,13870000000.0,0.9175,0.1489
22,2016-09-30,SYF,synchrony-financial,2220000000.0,13980000000.0,0.1661,87160000000.0,0.0265,34150000000.0,0.1025,831000000.0,14690000000.0,13460000000.0,0.9162,0.15130000000000002
23,2016-06-30,SYF,synchrony-financial,2190000000.0,13720000000.0,0.1697,82380000000.0,0.0268,33009999999.999996,0.0999,836000000.0,14280000000.0,13080000000.0,0.9157,0.1535
24,2016-03-31,SYF,synchrony-financial,2240000000.0,13200000000.0,0.1812,81660000000.0,0.027999999999999997,33680000000.0,0.1008,836000000.0,13980000000.0,12810000000.0,0.9162,0.1605
25,2015-12-31,SYF,synchrony-financial,2210000000.0,12600000000.0,0.1869,83990000000.0,0.028399999999999998,36880000000.0,0.0986,836000000.0,13620000000.0,12490000000.0,0.9167000000000001,0.16260000000000002
26,2015-09-30,SYF,synchrony-financial,2200000000.0,12160000000.0,0.1943,79440000000.0,0.028999999999999998,36040000000.0,0.0974,836000000.0,13450000000.0,12330000000.0,0.917,0.1635
27,2015-06-30,SYF,synchrony-financial,2170000000.0,11580000000.0,0.20190000000000002,75750000000.0,0.0292,35270000000.0,0.1032,835000000.0,13190000000.0,12120000000.0,0.9188,0.16469999999999999
28,2015-03-31,SYF,synchrony-financial,2100000000.0,11040000000.0,0.2223,72720000000.0,0.029500000000000002,35100000000.0,0.10490000000000001,835000000.0,12930000000.0,11920000000.0,0.9220999999999999,0.16260000000000002
29,2014-12-31,SYF,synchrony-financial,2109999999.9999998,10480000000.0,0.2568,75710000000.0,0.0311,37940000000.0,0.1106,758000000.0,12730000000.0,11810000000.0,0.9276000000000001,0.16570000000000001
30,2014-09-30,SYF,synchrony-financial,2020000000.0,9940000000.0,0.2853,73470000000.0,0.0317,26440000000.0,0.0012,782000000.0,12470000000.0,12870000000.0,1.032,0.162
31,2014-06-30,SYF,synchrony-financial,2109999999.9999998,6390000000.0,0.4597,63180000000.0,0.0466,29370000000.0,0.008,705000000.0,12250000000.0,12030000000.0,0.982,0.1725
32,2014-03-31,SYF,synchrony-financial,2180000000.0,6040000000.0,0.7259,59250000000.0,0.0736,28750000000.0,0.0182,705000000.0,12030000000.0,11290000000.0,0.9384999999999999,0.18109999999999998
33,2013-12-31,SYF,synchrony-financial,1980000000.0,5960000000.0,1.3281999999999998,59090000000.0,0.134,30280000000.0,-0.006500000000000001,705000000.0,11810000000.0,11070000000.0,0.9372,0.1675
0,2022-03-31,GL,globe-life,730000000.0,,0.113,0.0,0.0329,,0.1264,100000000.0,5150000000.0,1910000000.0,0.371,0.1418
1,2021-12-31,GL,globe-life,750000000.0,8640000000.0,0.0885,29770000000.0,0.0255,10190000000.0,0.09849999999999999,103000000.0,5110000000.0,1920000000.0,0.3759,0.1459
2,2021-09-30,GL,globe-life,770000000.0,8610000000.0,0.0913,29500000000.0,0.026600000000000002,10150000000.0,0.1012,102000000.0,5050000000.0,1940000000.0,0.3851,0.153
3,2021-06-30,GL,globe-life,770000000.0,8620000000.0,0.09230000000000001,29580000000.0,0.0269,10600000000.0,0.102,104000000.0,4960000000.0,1930000000.0,0.3886,0.15560000000000002
4,2021-03-31,GL,globe-life,750000000.0,7830000000.0,0.09119999999999999,28110000000.0,0.0264,9500000000.0,0.1026,105000000.0,4870000000.0,1890000000.0,0.3875,0.15289999999999998
5,2020-12-31,GL,globe-life,730000000.0,8770000000.0,0.0934,29050000000.0,0.026600000000000002,10440000000.0,0.1054,107000000.0,4740000000.0,1860000000.0,0.3926,0.1545
6,2020-09-30,GL,globe-life,720000000.0,8230000000.0,0.09570000000000001,28040000000.0,0.0268,9890000000.0,0.1081,107000000.0,4650000000.0,1830000000.0,0.3947,0.1539
7,2020-06-30,GL,globe-life,730000000.0,7850000000.0,0.1005,27530000000.0,0.0278,9120000000.0,0.1137,107000000.0,4590000000.0,1850000000.0,0.402,0.1585
8,2020-03-31,GL,globe-life,740000000.0,6520000000.0,0.1067,25350000000.0,0.0291,7870000000.0,0.1192,109000000.0,4540000000.0,1860000000.0,0.4094,0.1634
9,2019-12-31,GL,globe-life,760000000.0,7290000000.0,0.11130000000000001,25980000000.0,0.0302,8640000000.0,0.12390000000000001,111000000.0,4530000000.0,1870000000.0,0.4133,0.1681
10,2019-09-30,GL,globe-life,740000000.0,7310000000.0,0.1161,25790000000.0,0.0302,8660000000.0,0.12869999999999998,111000000.0,4460000000.0,1830000000.0,0.41119999999999995,0.1659
11,2019-06-30,GL,globe-life,720000000.0,6700000000.0,0.1209,24860000000.0,0.03,8050000000.000001,0.1331,112000000.0,4400000000.0,1800000000.0,0.4086,0.1628
12,2019-03-31,GL,globe-life,710000000.0,6040000000.0,0.1264,24130000000.0,0.0305,7400000000.0,0.141,112000000.0,4350000000.0,1780000000.0,0.4082,0.1638
13,2018-12-31,GL,globe-life,700000000.0,5420000000.0,0.1257,23100000000.0,0.030299999999999997,6770000000.0,0.1411,115000000.0,4300000000.0,1750000000.0,0.40659999999999996,0.1631
14,2018-09-30,GL,globe-life,1560000000.0,5540000000.0,0.2701,23470000000.0,0.0673,6900000000.0,0.13970000000000002,115000000.0,4300000000.0,1750000000.0,0.4078,0.3641
15,2018-06-30,GL,globe-life,1540000000.0,5570000000.0,0.2699,22880000000.0,0.0665,6390000000.0,0.1427,116000000.0,4260000000.0,1730000000.0,0.40700000000000003,0.36119999999999997
16,2018-03-31,GL,globe-life,1490000000.0,5820000000.0,0.2683,23180000000.0,0.06480000000000001,6950000000.0,0.1399,117000000.0,4200000000.0,1690000000.0,0.4031,0.3555
17,2017-12-31,GL,globe-life,1450000000.0,6230000000.0,0.27440000000000003,23480000000.0,0.0638,7360000000.0,0.1423,119000000.0,4160000000.0,1660000000.0,0.4004,0.34990000000000004
18,2017-09-30,GL,globe-life,560000000.0,5170000000.0,0.1151,22990000000.0,0.0252,6300000000.0,0.1451,118000000.0,4070000000.0000005,1610000000.0,0.3947,0.1379
19,2017-06-30,GL,globe-life,560000000.0,5050000000.0,0.11539999999999999,22580000000.0,0.0254,6190000000.0,0.1423,119000000.0,4019999999.9999995,1580000000.0,0.3925,0.1396
20,2017-03-31,GL,globe-life,560000000.0,4750000000.0,0.11599999999999999,22090000000.0,0.0256,5880000000.0,0.1431,120000000.0,3980000000.0,1570000000.0,0.3936,0.1404
21,2016-12-31,GL,globe-life,550000000.0,4570000000.0,0.11599999999999999,21440000000.0,0.0256,5700000000.0,0.1483,122000000.0,3940000000.0,1560000000.0,0.3957,0.13949999999999999
22,2016-09-30,GL,globe-life,550000000.0,5090000000.0,0.1188,22080000000.0,0.026000000000000002,6220000000.0,0.15410000000000001,122000000.0,3890000000.0,1550000000.0,0.3978,0.1405
23,2016-06-30,GL,globe-life,540000000.0,4880000000.0,0.12269999999999999,21570000000.0,0.0263,6010000000.0,0.16210000000000002,123000000.0,3850000000.0,1540000000.0,0.3996,0.1402
24,2016-03-31,GL,globe-life,530000000.0,4390000000.0,0.1242,20620000000.0,0.0262,5140000000.0,0.16870000000000002,123000000.0,3810000000.0,1520000000.0,0.4,0.1388
25,2015-12-31,GL,globe-life,530000000.0,4059999999.9999995,0.12029999999999999,19850000000.0,0.026099999999999998,4800000000.0,0.1625,127000000.0,3770000000.0,1510000000.0,0.4018,0.1399
26,2015-09-30,GL,globe-life,540000000.0,4280000000.0000005,0.1191,20120000000.0,0.026699999999999998,5030000000.0,0.1595,126000000.0,3460000000.0,1520000000.0,0.4379,0.1563
27,2015-06-30,GL,globe-life,530000000.0,4310000000.0,0.11470000000000001,20020000000.0,0.026099999999999998,5050000000.0,0.15560000000000002,127000000.0,3490000000.0,1510000000.0,0.4314,0.15130000000000002
28,2015-03-31,GL,globe-life,530000000.0,4880000000.0,0.1143,20700000000.0,0.0264,5880000000.0,0.1519,129000000.0,3530000000.0,1500000000.0,0.4239,0.1508
29,2014-12-31,GL,globe-life,540000000.0,4700000000.0,0.12119999999999999,20270000000.0,0.0275,5690000000.0,0.1573,133000000.0,3620000000.0,1490000000.0,0.4128,0.15
30,2014-09-30,GL,globe-life,540000000.0,4530000000.0,0.1268,19870000000.0,0.0281,5520000000.0,0.1648,132000000.0,3640000000.0,1490000000.0,0.4102,0.14800000000000002
31,2014-06-30,GL,globe-life,540000000.0,4510000000.0,0.13269999999999998,19650000000.0,0.0287,5500000000.0,0.17,133000000.0,3600000000.0,1480000000.0,0.4113,0.1497
32,2014-03-31,GL,globe-life,540000000.0,4190000000.0000005,0.1393,19060000000.0,0.029500000000000002,5180000000.0,0.17620000000000002,135000000.0,3560000000.0,1480000000.0,0.4152,0.1522
33,2013-12-31,GL,globe-life,530000000.0,3780000000.0,0.1349,18190000000.0,0.0288,4770000000.0,0.1705,140000000.0,3490000000.0,1450000000.0,0.4144,0.1514
34,2013-09-30,GL,globe-life,540000000.0,3780000000.0,0.1321,18140000000.0,0.0291,4770000000.0,0.1703,139000000.0,3770000000.0,1480000000.0,0.3912,0.1424
35,2013-06-30,GL,globe-life,540000000.0,3820000000.0,0.1276,18140000000.0,0.0291,4810000000.0,0.16570000000000001,140000000.0,3710000000.0,1460000000.0,0.3942,0.14429999999999998
36,2013-03-31,GL,globe-life,530000000.0,4310000000.0,0.1251,18880000000.0,0.0292,5300000000.0,0.16440000000000002,142000000.0,3650000000.0,1440000000.0,0.3953,0.14550000000000002
37,2012-12-31,GL,globe-life,530000000.0,4360000000.0,0.1285,18780000000.0,0.03,5350000000.0,0.1691,147000000.0,3590000000.0,1430000000.0,0.3983,0.1476
38,2012-09-30,GL,globe-life,500000000.0,4310000000.0,0.1255,17940000000.0,0.029300000000000003,5270000000.0,0.1659,145000000.0,3500000000.0,1380000000.0,0.3957,0.1436
39,2012-06-30,GL,globe-life,500000000.0,4000000000.0,0.1265,17190000000.0,0.0298,4790000000.0,0.16870000000000002,147000000.0,3460000000.0,1380000000.0,0.3986,0.14529999999999998
40,2012-03-31,GL,globe-life,520000000.0,3830000000.0,0.1318,16730000000.0,0.031,4630000000.0,0.1754,152000000.0,3450000000.0,1390000000.0,0.4045,0.1497
41,2011-12-31,GL,globe-life,500000000.0,3860000000.0,0.126,16590000000.0,0.0301,4650000000.0,0.16940000000000002,165000000.0,3380000000.0,1370000000.0,0.4054,0.1472
42,2011-09-30,GL,globe-life,510000000.0,4179999999.9999995,0.1282,16969999999.999998,0.0311,4970000000.0,0.1699,158000000.0,3390000000.0,1320000000.0,0.38880000000000003,0.1507
43,2011-06-30,GL,globe-life,500000000.0,3780000000.0,0.12359999999999999,16219999999.999998,0.0298,4570000000.0,0.1727,169000000.0,3390000000.0,1350000000.0,0.3971,0.1459
44,2011-03-31,GL,globe-life,480000000.0,3960000000.0,0.11810000000000001,16329999999.999998,0.0285,4750000000.0,0.1654,179000000.0,3350000000.0,1330000000.0,0.3969,0.1426
45,2010-12-31,GL,globe-life,500000000.0,4019999999.9999995,0.1257,16160000000.0,0.0297,4810000000.0,0.17329999999999998,185000000.0,3370000000.0,1370000000.0,0.4053,0.1485
46,2010-09-30,GL,globe-life,480000000.0,4269999999.9999995,0.1245,17720000000.0,0.028300000000000002,5060000000.0,0.1703,183000000.0,3240000000.0,1370000000.0,0.42200000000000004,0.1467
47,2010-06-30,GL,globe-life,460000000.0,3950000000.0,0.12890000000000001,16950000000.0,0.0282,4730000000.0,0.16510000000000002,186000000.0,3170000000.0,1300000000.0,0.4114,0.1459
48,2010-03-31,GL,globe-life,450000000.0,3680000000.0,0.1383,16600000000.000002,0.0285,4470000000.0,0.1724,187000000.0,3150000000.0,1280000000.0,0.4056,0.14279999999999998
49,2009-12-31,GL,globe-life,410000000.0,3400000000.0,0.1432,16020000000.0,0.0271,4200000000.0,0.18230000000000002,187000000.0,3120000000.0,1230000000.0,0.3958,0.13
0,2022-03-31,TMO,thermo-fisher-scientific,7600000000.0,41020000000.0,0.1932,92750000000.0,0.0924,72410000000.0,0.14980000000000002,395000000.0,41120000000.0,20030000000.0,0.48710000000000003,0.18489999999999998
1,2021-12-31,TMO,thermo-fisher-scientific,7730000000.0,40860000000.0,0.204,95120000000.0,0.10220000000000001,73190000000.0,0.16510000000000002,397000000.0,39210000000.0,19640000000.0,0.5008,0.19699999999999998
2,2021-09-30,TMO,thermo-fisher-scientific,8570000000.0,38710000000.0,0.23600000000000002,73600000000.0,0.124,60400000000.0,0.1891,397000000.0,39060000000.0,19940000000.0,0.5105,0.2193
3,2021-06-30,TMO,thermo-fisher-scientific,8600000000.0,36850000000.0,0.2487,67700000000.0,0.12890000000000001,55630000000.0,0.1984,396000000.0,38250000000.0,19620000000.0,0.5129,0.22469999999999998
4,2021-03-31,TMO,thermo-fisher-scientific,7920000000.0,35060000000.0,0.2414,65930000000.00001,0.1216,53700000000.0,0.1886,397000000.0,35890000000.0,18470000000.0,0.5146999999999999,0.2208
5,2020-12-31,TMO,thermo-fisher-scientific,6380000000.0,34520000000.0,0.20440000000000003,69050000000.0,0.10060000000000001,53620000000.0,0.1522,399000000.0,32220000000.0,16000000000.0,0.49670000000000003,0.1979
6,2020-09-30,TMO,thermo-fisher-scientific,4880000000.0,31820000000.0,0.16269999999999998,64060000000.0,0.08039999999999999,52920000000.0,0.12029999999999999,399000000.0,28500000000.0,13480000000.0,0.4731,0.17120000000000002
7,2020-06-30,TMO,thermo-fisher-scientific,3710000000.0,29880000000.0,0.12619999999999998,61590000000.0,0.063,50510000000.0,0.09380000000000001,398000000.0,26250000000.0,11920000000.0,0.4539,0.1412
8,2020-03-31,TMO,thermo-fisher-scientific,3670000000.0,28560000000.0,0.12619999999999998,58690000000.0,0.0633,47790000000.0,0.0987,400000000.0,25650000000.0,11360000000.0,0.44299999999999995,0.1431
9,2019-12-31,TMO,thermo-fisher-scientific,3700000000.0,29680000000.0,0.1281,58380000000.0,0.0647,46750000000.0,0.1007,403000000.0,25540000000.0,11330000000.0,0.4435,0.1447
10,2019-09-30,TMO,thermo-fisher-scientific,3590000000.0,29360000000.0,0.1267,56730000000.0,0.0634,45750000000.0,0.09970000000000001,404000000.0,25220000000.0,11220000000.0,0.4448,0.1424
11,2019-06-30,TMO,thermo-fisher-scientific,3540000000.0,28730000000.0,0.1277,57970000000.0,0.063,45390000000.0,0.09949999999999999,403000000.0,24870000000.0,11070000000.0,0.4451,0.1424
12,2019-03-31,TMO,thermo-fisher-scientific,3170000000.0,27690000000.0,0.11689999999999999,55600000000.0,0.0571,44510000000.0,0.0877,403000000.0,24630000000.0,10980000000.0,0.446,0.12890000000000001
13,2018-12-31,TMO,thermo-fisher-scientific,2940000000.0,27590000000.0,0.10980000000000001,56230000000.0,0.0526,45310000000.0,0.0848,406000000.0,24360000000.0,10860000000.0,0.4457,0.1206
14,2018-09-30,TMO,thermo-fisher-scientific,2570000000.0,26890000000.0,0.09789999999999999,55080000000.0,0.045899999999999996,44650000000.0,0.081,406000000.0,23900000000.0,10600000000.0,0.4437,0.1075
15,2018-06-30,TMO,thermo-fisher-scientific,2390000000.0,26450000000.0,0.0932,55400000000.0,0.0426,44150000000.0,0.07429999999999999,406000000.0,23090000000.0,10290000000.0,0.44549999999999995,0.1036
16,2018-03-31,TMO,thermo-fisher-scientific,2250000000.0,26120000000.0,0.09140000000000001,56580000000.0,0.0418,44250000000.0,0.0727,406000000.0,22010000000.0,9840000000.0,0.44689999999999996,0.1024
17,2017-12-31,TMO,thermo-fisher-scientific,2230000000.0,25410000000.0,0.0944,56670000000.0,0.0433,44290000000.0,0.0719,398000000.0,20920000000.0,9450000000.0,0.4517,0.10640000000000001
18,2017-09-30,TMO,thermo-fisher-scientific,2330000000.0,24700000000.0,0.10289999999999999,55990000000.0,0.0478,45820000000.0,0.0703,400000000.0,19820000000.0,9060000000.0,0.457,0.1174
19,2017-06-30,TMO,thermo-fisher-scientific,2270000000.0,22390000000.0,0.1038,46510000000.0,0.048600000000000004,37650000000.0,0.0712,393000000.0,19200000000.0,8810000000.0,0.45899999999999996,0.11810000000000001
20,2017-03-31,TMO,thermo-fisher-scientific,2170000000.0,21800000000.0,0.1007,46210000000.0,0.047599999999999996,36980000000.0,0.0704,394000000.0,18740000000.0,8610000000.0,0.4592,0.1159
21,2016-12-31,TMO,thermo-fisher-scientific,2020000000.0,21540000000.0,0.09480000000000001,45910000000.0,0.0452,36910000000.0,0.0697,397000000.0,18270000000.0,8369999999.999999,0.4582,0.1107
22,2016-09-30,TMO,thermo-fisher-scientific,2000000000.0,21660000000.0,0.09369999999999999,48010000000.0,0.0458,38600000000.0,0.0698,397000000.0,17970000000.0,8199999999.999999,0.4562,0.111
23,2016-06-30,TMO,thermo-fisher-scientific,2000000000.0,21260000000.0,0.0947,42250000000.0,0.0478,32900000000.0,0.0745,397000000.0,17610000000.0,8029999999.999999,0.456,0.1134
24,2016-03-31,TMO,thermo-fisher-scientific,1990000000.0,20920000000.0,0.0951,42950000000.0,0.0478,32580000000.0,0.0741,399000000.0,17340000000.0,7890000000.0,0.455,0.1149
