Data,Otwarcie,Najwyzszy,Najnizszy,Zamkniecie,Wolumen
1984-09-07,0.10122,0.10246,0.1,0.10122,97236149
1984-09-10,0.10122,0.10153,0.09878,0.10062,75471114
1984-09-11,0.10153,0.10428,0.10153,0.10246,177965367
1984-09-12,0.10246,0.10306,0.09938,0.09938,155467926
1984-09-13,0.1049,0.1052,0.1049,0.1049,242135546
1984-09-14,0.1052,0.10886,0.1052,0.10642,288307609
1984-09-17,0.10918,0.1107,0.10918,0.10918,225105428
1984-09-18,0.10918,0.11008,0.1052,0.1052,113638373
1984-09-19,0.1052,0.10642,0.10306,0.10306,124128457
1984-09-20,0.10336,0.10428,0.10336,0.10336,77276199
1984-09-21,0.10336,0.10642,0.10122,0.10246,116594368
1984-09-24,0.10246,0.10306,0.10153,0.10153,92265803
1984-09-25,0.10122,0.10122,0.09938,0.09938,194786208
1984-09-26,0.09938,0.10396,0.09817,0.09817,129595880
1984-09-27,0.09817,0.09878,0.09817,0.09817,123709896
1984-09-28,0.09817,0.09817,0.09389,0.09572,272585537
1984-10-01,0.09543,0.09543,0.09358,0.09358,114187709
1984-10-02,0.09419,0.09755,0.09419,0.09419,138097766
1984-10-03,0.09572,0.09724,0.09572,0.09572,140635330
1984-10-04,0.09692,0.09755,0.09692,0.09692,146547444
1984-10-05,0.09692,0.09692,0.09419,0.09481,113952297
1984-10-08,0.09481,0.09543,0.09481,0.09481,54857205
1984-10-09,0.09481,0.09543,0.09389,0.09389,146285827
1984-10-10,0.09389,0.09389,0.09112,0.09112,426091495
1984-10-11,0.09112,0.09358,0.09052,0.09052,213438159
1984-10-12,0.09052,0.09112,0.08592,0.08654,310412707
1984-10-15,0.09142,0.09235,0.09142,0.09142,284095878
1984-10-16,0.09142,0.09174,0.09112,0.09112,137836242
1984-10-17,0.09481,0.09543,0.09481,0.09481,182935811
1984-10-18,0.09755,0.09817,0.09755,0.09755,288647688
1984-10-19,0.09755,0.10428,0.09724,0.09755,380861175
1984-10-22,0.09755,0.09908,0.09692,0.09692,134016906
1984-10-23,0.09908,0.1,0.09908,0.09908,217728397
1984-10-24,0.1,0.10122,0.1,0.1,195047809
1984-10-25,0.1,0.1,0.09634,0.09634,184714694
1984-10-26,0.09634,0.09634,0.09358,0.09389,134121498
1984-10-29,0.09419,0.09481,0.09419,0.09419,59147414
1984-10-30,0.09543,0.09634,0.09543,0.09543,87112288
1984-10-31,0.09543,0.09634,0.09481,0.09481,70343834
1984-11-01,0.09543,0.09634,0.09543,0.09543,54935654
1984-11-02,0.09543,0.09572,0.09419,0.09481,32333566
1984-11-05,0.09481,0.09692,0.09419,0.09419,123055915
1984-11-06,0.1,0.10062,0.1,0.1,263141873
1984-11-07,0.1,0.10062,0.09817,0.09817,270414287
1984-11-08,0.09817,0.09817,0.09419,0.09419,102912813
1984-11-09,0.09419,0.09481,0.08778,0.0887,343504928
1984-11-12,0.09174,0.09235,0.09174,0.09174,132264158
1984-11-13,0.09174,0.09389,0.08962,0.08962,147933939
1984-11-14,0.09052,0.09142,0.09052,0.09052,121852492
1984-11-15,0.09052,0.09142,0.09052,0.09052,124494657
1984-11-16,0.09052,0.09174,0.08809,0.0887,193582869
1984-11-19,0.0887,0.08931,0.08348,0.08348,272088493
1984-11-20,0.08623,0.08654,0.08623,0.08623,307430447
1984-11-21,0.08809,0.0887,0.08809,0.08809,208729365
1984-11-23,0.08931,0.09174,0.08931,0.09052,160098193
1984-11-26,0.09142,0.09142,0.09142,0.09142,117536207
1984-11-27,0.09389,0.09481,0.09389,0.09389,148797171
1984-11-28,0.09878,0.10122,0.09878,0.09878,479431485
1984-11-29,0.09878,0.09878,0.09692,0.09692,204229934
1984-11-30,0.09692,0.09755,0.09389,0.09419,126953742
1984-12-03,0.09419,0.09481,0.09296,0.09296,114449310
1984-12-04,0.09481,0.09692,0.09481,0.09481,140582988
1984-12-05,0.09938,0.09938,0.09938,0.09938,307038098
1984-12-06,0.10428,0.1049,0.10428,0.10428,370528058
1984-12-07,0.10428,0.10826,0.10336,0.10396,577530804
1984-12-10,0.10396,0.10396,0.10185,0.10185,130197521
1984-12-11,0.10185,0.10336,0.10062,0.10062,144559274
1984-12-12,0.10062,0.10062,0.09724,0.09724,128549502
1984-12-13,0.09817,0.1,0.09817,0.09817,78060946
1984-12-14,0.09817,0.10153,0.09817,0.10062,112278060
1984-12-17,0.10306,0.10396,0.10306,0.10306,146259710
1984-12-18,0.10918,0.10948,0.10918,0.10918,397734215
1984-12-19,0.10918,0.10948,0.1049,0.1049,370789635
1984-12-20,0.1049,0.10672,0.10428,0.10428,163315900
1984-12-21,0.10428,0.1049,0.10185,0.10306,144690083
1984-12-24,0.1049,0.1052,0.1049,0.1049,78871940
1984-12-26,0.1052,0.10642,0.1052,0.1052,78453401
1984-12-27,0.10582,0.10642,0.10582,0.10582,115338735
1984-12-28,0.10582,0.11008,0.1052,0.10948,193085790
1984-12-31,0.11101,0.11162,0.11101,0.11101,242632538
1985-01-02,0.11101,0.11101,0.10642,0.10642,204726876
1985-01-03,0.10826,0.11101,0.10826,0.10826,194576856
1985-01-04,0.10826,0.10886,0.10672,0.10826,160307484
1985-01-07,0.10826,0.10886,0.10765,0.10765,199599636
1985-01-08,0.10765,0.10886,0.10672,0.10672,164806955
1985-01-09,0.10948,0.11101,0.10948,0.10948,194707754
1985-01-10,0.11437,0.11468,0.11437,0.11437,323571117
1985-01-11,0.11437,0.11532,0.11223,0.11346,239467222
1985-01-14,0.1165,0.11772,0.1165,0.1165,315827723
1985-01-15,0.1165,0.11865,0.11437,0.11437,309444769
1985-01-16,0.11532,0.11714,0.11532,0.11532,221756993
1985-01-17,0.11532,0.11714,0.10703,0.10703,639424966
1985-01-18,0.10703,0.11162,0.10672,0.10918,411860589
1985-01-21,0.11162,0.11223,0.11162,0.11162,380050201
1985-01-22,0.11468,0.11532,0.11468,0.11468,496147619
1985-01-23,0.11468,0.11532,0.11284,0.11284,502766090
1985-01-24,0.11284,0.11284,0.1107,0.1107,463709324
1985-01-25,0.1107,0.11284,0.10826,0.11284,371914501
1985-01-28,0.11532,0.1165,0.11532,0.11532,481367232
1985-01-29,0.11532,0.11623,0.11405,0.11405,261284560
1985-01-30,0.11405,0.11623,0.11405,0.11405,575098019
1985-01-31,0.11405,0.11437,0.1107,0.1107,322603211
1985-02-01,0.1107,0.11101,0.10826,0.10918,160856889
1985-02-04,0.11162,0.11194,0.11162,0.11162,254613694
1985-02-05,0.11223,0.11437,0.11223,0.11223,221940093
1985-02-06,0.11437,0.11437,0.11437,0.11437,227067387
1985-02-07,0.11437,0.1159,0.11405,0.11405,286685707
1985-02-08,0.11405,0.11437,0.11223,0.11405,154186096
1985-02-11,0.11623,0.11714,0.11623,0.11623,405189770
1985-02-12,0.11623,0.1165,0.11346,0.11346,264528343
1985-02-13,0.11346,0.11346,0.10826,0.10826,615488753
1985-02-14,0.10826,0.10918,0.1052,0.1052,498475744
1985-02-15,0.1052,0.10703,0.10428,0.10672,202764923
1985-02-19,0.10642,0.10642,0.1052,0.1052,174983138
1985-02-20,0.1052,0.10582,0.10062,0.10062,256889665
1985-02-21,0.10246,0.10306,0.10246,0.10246,359959461
1985-02-22,0.10246,0.10642,0.10246,0.1052,264554476
1985-02-25,0.1052,0.10582,0.10396,0.10396,115077122
1985-02-26,0.10396,0.10428,0.10185,0.10185,220684395
1985-02-27,0.10185,0.10185,0.09572,0.09572,471321909
1985-02-28,0.09572,0.09572,0.09419,0.09419,372620797
1985-03-01,0.09419,0.09481,0.09142,0.09481,288961593
1985-03-04,0.09634,0.09908,0.09634,0.09634,178802529
1985-03-05,0.09878,0.09878,0.09878,0.09878,152721143
1985-03-06,0.09878,0.09878,0.09389,0.09389,226099479
1985-03-07,0.09389,0.09419,0.0844,0.0844,857179575
1985-03-08,0.0844,0.0844,0.0789,0.08197,553045192
1985-03-11,0.08471,0.08532,0.08471,0.08471,334008860
1985-03-12,0.08778,0.0887,0.08778,0.08778,256261808
1985-03-13,0.08778,0.08778,0.08288,0.08288,293278034
1985-03-14,0.08288,0.08348,0.08288,0.08288,282160045
1985-03-15,0.08288,0.08809,0.08228,0.08623,211868529
1985-03-18,0.08716,0.08809,0.08716,0.08716,145710328
1985-03-19,0.08716,0.08809,0.08378,0.08378,200227423
1985-03-20,0.08471,0.08623,0.08471,0.08471,472943820
1985-03-21,0.08623,0.08778,0.08623,0.08623,189737379
1985-03-22,0.08623,0.08778,0.08471,0.08471,93861550
1985-03-25,0.08471,0.08471,0.08228,0.08228,128418634
1985-03-26,0.08592,0.08592,0.08592,0.08592,141812531
1985-03-27,0.08592,0.08654,0.08348,0.08348,130040613
1985-03-28,0.08348,0.08471,0.08348,0.08348,151360834
1985-03-29,0.08348,0.08471,0.08348,0.0844,101814078
1985-04-01,0.0844,0.08623,0.08228,0.08228,133205941
1985-04-02,0.08228,0.08288,0.08012,0.08012,265600860
1985-04-03,0.08012,0.08042,0.08012,0.08012,283389545
1985-04-04,0.08012,0.08042,0.07859,0.07951,189031033
1985-04-08,0.07951,0.08012,0.07462,0.07462,232090129
1985-04-09,0.07462,0.07524,0.07462,0.07462,308189127
1985-04-10,0.08012,0.08104,0.08012,0.08012,264999232
1985-04-11,0.08166,0.08378,0.08166,0.08166,171294680
1985-04-12,0.08166,0.08166,0.0789,0.07951,84705555
1985-04-15,0.08166,0.08228,0.08166,0.08166,69872933
1985-04-16,0.08228,0.08288,0.08228,0.08228,79002777
1985-04-17,0.08623,0.08716,0.08623,0.08623,143931459
1985-04-18,0.08716,0.08778,0.08716,0.08716,236406486
1985-04-19,0.08716,0.08716,0.08532,0.08592,112147254
1985-04-22,0.08592,0.08592,0.08228,0.08228,119812065
1985-04-23,0.0844,0.08471,0.0844,0.0844,138150097
1985-04-24,0.0844,0.08592,0.08378,0.08378,92187290
1985-04-25,0.08378,0.0844,0.08378,0.08378,102337292
1985-04-26,0.08378,0.08623,0.08348,0.08348,139798209
1985-04-29,0.08348,0.08378,0.08042,0.08042,72645890
1985-04-30,0.08104,0.08166,0.08104,0.08104,110629949
1985-05-01,0.08104,0.08166,0.07951,0.07951,66969189
1985-05-02,0.07859,0.07859,0.07338,0.07338,385125166
1985-05-03,0.07338,0.07675,0.07338,0.07647,184662296
1985-05-06,0.07647,0.07707,0.07524,0.07524,65556565
1985-05-07,0.07647,0.07647,0.07647,0.07647,125671921
1985-05-08,0.07585,0.07585,0.07585,0.07585,168626343
1985-05-09,0.07647,0.07675,0.07647,0.07647,148404808
1985-05-10,0.07647,0.07829,0.07647,0.07707,158921036
1985-05-13,0.07707,0.07767,0.07647,0.07647,101866438
1985-05-14,0.07647,0.07675,0.07524,0.07524,142178711
1985-05-15,0.07647,0.07767,0.07647,0.07647,152328732
1985-05-16,0.08166,0.08378,0.08166,0.08166,269237094
1985-05-17,0.08166,0.0844,0.08104,0.08288,247419799
1985-05-20,0.08288,0.08471,0.08166,0.08166,230285089
1985-05-21,0.08104,0.08104,0.0789,0.0789,178148506
1985-05-22,0.0789,0.07951,0.07859,0.07859,140792249
1985-05-23,0.07829,0.07829,0.07524,0.07524,279308614
1985-05-24,0.07524,0.07524,0.06911,0.06911,688422398
1985-05-28,0.06819,0.06819,0.06422,0.06422,596732126
1985-05-29,0.06514,0.06576,0.06514,0.06514,287941357
1985-05-30,0.06697,0.06819,0.06697,0.06697,367781247
1985-05-31,0.06697,0.06881,0.06635,0.06635,431428096
1985-06-03,0.06484,0.06484,0.06116,0.06116,672700357
1985-06-04,0.06576,0.06635,0.06576,0.06576,469386061
1985-06-05,0.06576,0.06757,0.06422,0.06422,334479798
1985-06-06,0.06484,0.06484,0.06484,0.06484,316717223
1985-06-07,0.06484,0.06484,0.06239,0.06239,555007214
1985-06-10,0.06239,0.06301,0.06148,0.06148,369193880
1985-06-11,0.06148,0.06301,0.06148,0.06148,351195841
1985-06-12,0.06148,0.06177,0.06025,0.06025,289615598
1985-06-13,0.06025,0.06054,0.05657,0.05657,443226236
1985-06-14,0.05657,0.06025,0.05627,0.05627,660614490
1985-06-17,0.05657,0.05718,0.05657,0.05657,276012498
1985-06-18,0.05811,0.05901,0.05811,0.05811,309732500
1985-06-19,0.05964,0.06054,0.05964,0.05964,200855236
1985-06-20,0.06025,0.06025,0.06025,0.06025,222829567
1985-06-21,0.06148,0.06301,0.06148,0.06148,194027552
1985-06-24,0.06576,0.06668,0.06576,0.06576,240304283
1985-06-25,0.06668,0.06819,0.06668,0.06668,343243284
1985-06-26,0.06911,0.06911,0.06911,0.06911,154395402
1985-06-27,0.07003,0.07064,0.07003,0.07003,224765354
1985-06-28,0.07003,0.07064,0.06881,0.06881,158528663
1985-07-01,0.06911,0.06943,0.06911,0.06911,120806152
1985-07-02,0.06911,0.06943,0.06576,0.06576,90774695
1985-07-03,0.06668,0.06668,0.06668,0.06668,79996828
1985-07-05,0.06697,0.06757,0.06697,0.06697,42719009
1985-07-08,0.06697,0.06757,0.06697,0.06697,107700068
1985-07-09,0.06697,0.06757,0.06697,0.06697,172733430
1985-07-10,0.06881,0.06881,0.06881,0.06881,123840689
1985-07-11,0.06881,0.06911,0.06881,0.06881,75785071
1985-07-12,0.06881,0.06881,0.06819,0.06819,54935654
1985-07-15,0.06819,0.06943,0.06757,0.06757,90722298
1985-07-16,0.06757,0.06819,0.06668,0.06668,167422964
1985-07-17,0.06697,0.06819,0.06697,0.06697,138019295
1985-07-18,0.06697,0.06697,0.06576,0.06576,209121775
1985-07-19,0.06635,0.06635,0.06635,0.06635,134200036
1985-07-22,0.06635,0.06635,0.06422,0.06422,224582243
1985-07-23,0.06422,0.06514,0.06301,0.06301,197009766
1985-07-24,0.06301,0.06392,0.06177,0.06177,197035916
1985-07-25,0.06329,0.06392,0.06329,0.06329,367964331
1985-07-26,0.06329,0.06392,0.06329,0.06329,152433412
1985-07-29,0.06329,0.06329,0.06116,0.06116,90800792
1985-07-30,0.06177,0.06239,0.06177,0.06177,104482375
1985-07-31,0.06177,0.06239,0.06054,0.06054,94018493
1985-08-01,0.06054,0.06148,0.06054,0.06054,60219985
1985-08-02,0.06054,0.06054,0.06025,0.06025,113769170
1985-08-05,0.06025,0.06054,0.05871,0.05871,107830849
1985-08-06,0.05871,0.06025,0.05811,0.05811,73666107
1985-08-07,0.05811,0.06116,0.05657,0.05657,177206774
1985-08-08,0.05779,0.05811,0.05779,0.05779,172576466
1985-08-09,0.05811,0.05811,0.05811,0.05811,71180974
1985-08-12,0.05811,0.05811,0.05718,0.05718,64222386
1985-08-13,0.05811,0.05901,0.05811,0.05811,49494477
1985-08-14,0.05811,0.05811,0.05566,0.05566,338560708
1985-08-15,0.05566,0.05627,0.05505,0.05505,122846622
1985-08-16,0.05566,0.05657,0.05566,0.05566,97811647
1985-08-19,0.05718,0.05811,0.05718,0.05718,55903584
1985-08-20,0.05811,0.05811,0.05811,0.05811,78191772
1985-08-21,0.05811,0.05811,0.05811,0.05811,89937555
1985-08-22,0.05811,0.05811,0.05657,0.05657,144009965
1985-08-23,0.05657,0.05718,0.05627,0.05627,51404085
1985-08-26,0.05779,0.05779,0.05779,0.05779,41646440
1985-08-27,0.05811,0.05811,0.05811,0.05811,50122251
1985-08-28,0.05811,0.05871,0.05811,0.05811,47820195
1985-08-29,0.05811,0.05811,0.05657,0.05657,65530334
1985-08-30,0.05718,0.05718,0.05718,0.05718,50069939
1985-09-03,0.05718,0.05718,0.05627,0.05627,43739266
1985-09-04,0.05657,0.05779,0.05657,0.05657,55537375
1985-09-05,0.05657,0.05718,0.05657,0.05657,38324194
1985-09-06,0.05718,0.05718,0.05718,0.05718,108380186
1985-09-09,0.05811,0.05871,0.05811,0.05811,154526176
1985-09-10,0.05871,0.05964,0.05871,0.05871,142204922
1985-09-11,0.05901,0.05964,0.05901,0.05901,101709442
1985-09-12,0.06148,0.06148,0.06148,0.06148,129831268
1985-09-13,0.06148,0.06148,0.06025,0.06025,82377317
1985-09-16,0.06025,0.06025,0.05811,0.05811,43189941
1985-09-17,0.05811,0.05811,0.05811,0.05811,214589181
1985-09-18,0.06177,0.06177,0.06177,0.06177,140242934
1985-09-19,0.06484,0.06484,0.06484,0.06484,217597574
1985-09-20,0.06484,0.06514,0.06392,0.06392,157926917
1985-09-23,0.06422,0.06514,0.06422,0.06422,138490214
1985-09-24,0.06422,0.06576,0.06301,0.06301,102886655
1985-09-25,0.06301,0.06301,0.06054,0.06054,122035695
1985-09-26,0.06054,0.06116,0.06054,0.06054,62469748
1985-09-27,0.06054,0.06116,0.06054,0.06054,8057230
1985-09-30,0.06054,0.06116,0.06025,0.06025,42797466
1985-10-01,0.06025,0.06054,0.06025,0.06025,103174410
1985-10-02,0.06025,0.06054,0.05964,0.05964,25113425
1985-10-03,0.05964,0.05964,0.05901,0.05901,57133097
1985-10-04,0.05901,0.05901,0.05718,0.05718,81200148
1985-10-07,0.05718,0.05811,0.05718,0.05718,107359965
1985-10-08,0.05779,0.05779,0.05779,0.05779,101578663
1985-10-09,0.05779,0.05811,0.05718,0.05718,96712952
1985-10-10,0.06054,0.06116,0.06054,0.06054,305677738
1985-10-11,0.06116,0.06177,0.06116,0.06116,138150097
1985-10-14,0.06329,0.06329,0.06329,0.06329,181235351
1985-10-15,0.06484,0.06514,0.06484,0.06484,343217138
1985-10-16,0.06881,0.06911,0.06881,0.06881,336860302
1985-10-17,0.06943,0.07277,0.06943,0.06943,406628564
1985-10-18,0.06943,0.07003,0.06757,0.06757,269106292
1985-10-21,0.06757,0.06757,0.06576,0.06576,138830333
1985-10-22,0.06881,0.06943,0.06881,0.06881,495807446
1985-10-23,0.06881,0.07064,0.06881,0.06881,173282771
1985-10-24,0.07003,0.07187,0.07003,0.07003,318391419
1985-10-25,0.07003,0.07003,0.06881,0.06881,73901558
1985-10-28,0.06881,0.06911,0.06881,0.06881,69454376
1985-10-29,0.06881,0.06881,0.06819,0.06819,152851946
1985-10-30,0.07248,0.07248,0.07248,0.07248,264606785
1985-10-31,0.07248,0.07338,0.07095,0.07095,181104582
1985-11-01,0.07095,0.07248,0.07095,0.07095,108092471
1985-11-04,0.07126,0.07277,0.07126,0.07126,181863198
1985-11-05,0.07126,0.07277,0.07095,0.07095,125593410
1985-11-06,0.07338,0.074,0.07338,0.07338,234104430
1985-11-07,0.07462,0.07585,0.07462,0.07462,370371063
1985-11-08,0.07829,0.0789,0.07829,0.07829,343478774
1985-11-11,0.07829,0.0789,0.07647,0.07647,208781699
1985-11-12,0.07647,0.07707,0.07585,0.07585,202791135
1985-11-13,0.07585,0.07585,0.074,0.074,118608729
1985-11-14,0.07647,0.07675,0.07647,0.07647,162923461
1985-11-15,0.07647,0.07707,0.07585,0.07585,95274162
1985-11-18,0.07585,0.07647,0.07585,0.07585,75392641
1985-11-19,0.07585,0.07647,0.07338,0.07338,110159096
1985-11-20,0.07338,0.074,0.07248,0.07248,115705010
1985-11-21,0.07248,0.07338,0.07248,0.07248,120230614
1985-11-22,0.07248,0.07338,0.07187,0.07248,150366768
1985-11-25,0.07248,0.07338,0.07248,0.07277,113507530
1985-11-26,0.07277,0.07432,0.07248,0.074,192065523
1985-11-27,0.074,0.07675,0.07338,0.07647,223902108
1985-11-29,0.07647,0.07675,0.07585,0.07675,115652662
1985-12-02,0.07675,0.07707,0.07647,0.07707,117012975
1985-12-03,0.07707,0.07767,0.07647,0.07675,181104582
1985-12-04,0.07675,0.07859,0.07675,0.07829,192824205
1985-12-05,0.07829,0.0789,0.07647,0.07675,146155000
1985-12-06,0.07675,0.07675,0.07462,0.07524,76439084
1985-12-09,0.07524,0.07647,0.07338,0.074,163342093
1985-12-10,0.074,0.07462,0.07338,0.07432,234627636
1985-12-11,0.07432,0.07675,0.07432,0.07524,277503580
1985-12-12,0.07585,0.07707,0.07585,0.07647,146285827
1985-12-13,0.07647,0.07707,0.07524,0.07647,293304165
1985-12-16,0.07647,0.08104,0.07647,0.07951,337409671
1985-12-17,0.07951,0.08012,0.07767,0.07859,127372248
1985-12-18,0.08166,0.08716,0.08166,0.08471,653760576
1985-12-19,0.08471,0.08654,0.0844,0.08592,315461510
1985-12-20,0.08592,0.08654,0.08471,0.08532,240618208
1985-12-23,0.08532,0.08592,0.08228,0.08348,167266030
1985-12-24,0.08348,0.08378,0.08228,0.08288,75444989
1985-12-26,0.08288,0.08378,0.08228,0.08288,53549212
1985-12-27,0.08288,0.08623,0.08288,0.08532,143512886
1985-12-30,0.08532,0.08623,0.0844,0.08471,125750366
1985-12-31,0.08471,0.08532,0.08378,0.08378,101892556
1986-01-02,0.08378,0.08471,0.08288,0.08471,137129849
1986-01-03,0.08471,0.08532,0.0844,0.08532,282814088
1986-01-06,0.08532,0.08532,0.08348,0.08471,216106447
1986-01-07,0.08471,0.08778,0.0844,0.08778,549513679
1986-01-08,0.08778,0.08962,0.08654,0.08716,709585728
1986-01-09,0.08716,0.08778,0.08348,0.08623,522307379
1986-01-10,0.08623,0.08809,0.08623,0.08654,178959515
1986-01-13,0.08654,0.08809,0.08592,0.08778,251579222
1986-01-14,0.08778,0.09052,0.08592,0.0887,318469868
1986-01-15,0.0887,0.09142,0.08809,0.09112,494551802
1986-01-16,0.09112,0.09419,0.09112,0.09358,624540059
1986-01-17,0.09358,0.09419,0.09112,0.09142,403358608
1986-01-20,0.09142,0.09142,0.08931,0.09112,148797171
1986-01-21,0.09112,0.09174,0.09052,0.09142,177468409
1986-01-22,0.09142,0.09174,0.08532,0.08931,167004442
1986-01-23,0.08931,0.08962,0.08654,0.08778,182674191
1986-01-24,0.08778,0.08931,0.08623,0.08623,130773074
1986-01-27,0.08623,0.08654,0.08378,0.0844,454971957
1986-01-28,0.0844,0.08532,0.08378,0.08471,259610274
1986-01-29,0.08471,0.09296,0.08378,0.08991,688527050
1986-01-30,0.08962,0.08962,0.08716,0.08778,276640343
1986-01-31,0.08778,0.0887,0.08716,0.08809,172497983
1986-02-03,0.08809,0.09142,0.08716,0.09112,408773666
1986-02-04,0.09112,0.09296,0.09052,0.09052,303846560
1986-02-05,0.09052,0.09112,0.08962,0.09052,230258902
1986-02-06,0.09052,0.09235,0.08991,0.09174,156749745
1986-02-07,0.09174,0.09174,0.08962,0.09142,151125421
1986-02-10,0.09142,0.09358,0.09052,0.09112,130616045
1986-02-11,0.09112,0.09142,0.08962,0.09112,179221036
1986-02-12,0.09112,0.09142,0.09052,0.09142,155389452
1986-02-13,0.09142,0.09142,0.09052,0.09112,127738497
1986-02-14,0.09112,0.09174,0.09052,0.09052,160595275
1986-02-18,0.09052,0.09142,0.0887,0.09112,172968869
1986-02-19,0.09112,0.09724,0.09112,0.09543,420048618
1986-02-20,0.09543,0.09692,0.09481,0.09572,161066132
1986-02-21,0.09572,0.09817,0.09572,0.09634,220815206
1986-02-24,0.09634,0.09817,0.09543,0.09817,288595381
1986-02-25,0.09817,0.10062,0.09572,0.10062,262461641
1986-02-26,0.10062,0.10185,0.09908,0.09908,192379480
1986-02-27,0.09908,0.09938,0.09724,0.09755,126273539
1986-02-28,0.09755,0.09878,0.09481,0.09543,146128906
1986-03-03,0.09543,0.09572,0.09358,0.09389,127084489
1986-03-04,0.09389,0.09543,0.09358,0.09389,104063882
1986-03-05,0.09389,0.09724,0.09235,0.09634,206741238
1986-03-06,0.09634,0.09817,0.09572,0.09692,118347115
1986-03-07,0.09692,0.09692,0.09419,0.09419,112330327
1986-03-10,0.09419,0.09481,0.09389,0.09389,88158671
1986-03-11,0.09389,0.09481,0.09358,0.09481,120361433
1986-03-12,0.09481,0.09572,0.09419,0.09419,100061362
1986-03-13,0.09419,0.09543,0.09296,0.09419,135429506
1986-03-14,0.09419,0.1,0.09419,0.09938,449452197
1986-03-17,0.09908,0.09908,0.09692,0.09908,138647175
1986-03-18,0.09908,0.10396,0.09878,0.10246,291211329
1986-03-19,0.10246,0.10396,0.10062,0.10122,221756993
1986-03-20,0.10672,0.11284,0.10672,0.10765,1055889716
1986-03-21,0.10765,0.10948,0.1049,0.1052,304082012
1986-03-24,0.1052,0.1052,0.10062,0.10185,343714146
1986-03-25,0.10185,0.10642,0.10185,0.10642,328253709
1986-03-26,0.10642,0.10948,0.10642,0.10765,259427119
1986-03-27,0.10765,0.1107,0.10765,0.10765,255764796
1986-03-31,0.10765,0.10886,0.10672,0.10765,219324128
1986-04-01,0.10765,0.10765,0.10306,0.10396,260107339
1986-04-02,0.10396,0.10428,0.1,0.10396,379893237
1986-04-03,0.10396,0.1052,0.10246,0.10306,246504213
1986-04-04,0.10306,0.10306,0.10153,0.10185,147096840
1986-04-07,0.10185,0.1049,0.1,0.10396,140295266
1986-04-08,0.10396,0.10582,0.10396,0.1052,225654796
1986-04-09,0.1052,0.10582,0.10246,0.10336,158031606
1986-04-10,0.10336,0.10428,0.10246,0.10396,128444863
1986-04-11,0.10396,0.1049,0.10306,0.10306,88367962
1986-04-14,0.10306,0.10396,0.10185,0.10246,99224267
1986-04-15,0.10246,0.1049,0.10246,0.10428,153453675
1986-04-16,0.10428,0.10886,0.10428,0.10765,246216423
1986-04-17,0.10765,0.11101,0.10672,0.1107,315435404
1986-04-18,0.1107,0.11405,0.10948,0.11346,289249380
1986-04-21,0.11405,0.11714,0.11405,0.1159,319463966
1986-04-22,0.1159,0.11923,0.11284,0.11405,382901626
1986-04-23,0.11405,0.1159,0.11194,0.11284,305363833
1986-04-24,0.11284,0.11992,0.11223,0.11957,535308859
1986-04-25,0.11957,0.12437,0.11957,0.12292,304892983
1986-04-28,0.12292,0.12472,0.12111,0.12203,169960490
1986-04-29,0.12203,0.12292,0.10246,0.11923,154970899
1986-04-30,0.11923,0.12051,0.11532,0.11532,160909245
1986-05-01,0.11532,0.11532,0.11346,0.11532,301230583
1986-05-02,0.11532,0.11833,0.11468,0.11623,109295867
1986-05-05,0.11623,0.1238,0.11623,0.12236,174407668
1986-05-06,0.12292,0.12663,0.12292,0.12437,255215424
1986-05-07,0.12437,0.1254,0.11923,0.11992,232168628
1986-05-08,0.11992,0.12632,0.11992,0.12603,272533215
1986-05-09,0.12603,0.12813,0.12472,0.12728,259845699
1986-05-12,0.12728,0.13975,0.12663,0.13884,467633316
1986-05-13,0.13884,0.13912,0.13422,0.13732,550952414
1986-05-14,0.13732,0.14255,0.13732,0.14036,564058527
1986-05-15,0.14036,0.14098,0.13576,0.13732,259898017
1986-05-16,0.13732,0.13825,0.13397,0.13732,372830090
1986-05-19,0.13732,0.13912,0.13515,0.13576,244673016
1986-05-20,0.13576,0.13576,0.13051,0.13489,287051945
1986-05-21,0.13489,0.14195,0.13365,0.14098,404928176
1986-05-22,0.14098,0.14282,0.13636,0.1401,257517500
1986-05-23,0.1401,0.1416,0.13884,0.14098,163315900
1986-05-27,0.14098,0.14098,0.13884,0.14036,98858042
1986-05-28,0.14036,0.14282,0.1401,0.14195,241900034
1986-05-29,0.14195,0.14195,0.13912,0.14098,118451756
1986-05-30,0.14098,0.14195,0.13912,0.14098,148823330
1986-06-02,0.14098,0.14255,0.1401,0.1416,232691826
1986-06-03,0.1416,0.14521,0.1416,0.14427,380599548
1986-06-04,0.14427,0.14806,0.14405,0.14772,351117400
1986-06-05,0.14772,0.14924,0.1468,0.14806,172707325
1986-06-06,0.14806,0.14806,0.14282,0.14405,207133680
1986-06-09,0.14405,0.14427,0.13666,0.13732,288490732
1986-06-10,0.13732,0.13732,0.13397,0.13732,288333776
1986-06-11,0.13732,0.13825,0.13515,0.13765,218225393
1986-06-12,0.13765,0.13884,0.13732,0.13732,150759143
1986-06-13,0.13732,0.13884,0.13422,0.13884,167004442
1986-06-16,0.13884,0.14036,0.13576,0.13666,202738789
1986-06-17,0.13666,0.13732,0.12963,0.13051,259322503
1986-06-18,0.13051,0.1324,0.1238,0.13051,501771935
1986-06-19,0.13051,0.13636,0.12905,0.13365,402495319
